date,price
2026-01-10,0.1400548164182349
2026-01-10,0.13984415832023356
2026-01-10,0.1401697455293493
2026-01-10,0.1395744715842284
2026-01-10,0.13997615242357692
2026-01-10,0.14017409842501963
2026-01-10,0.13979057876528653
2026-01-10,0.13993498103607852
2026-01-10,0.14001277959748992
2026-01-10,0.13973502969066093
2026-01-10,0.13981261101291964
2026-01-10,0.13984388357179314
2026-01-10,0.13964682803628503
2026-01-11,0.1397964201836138
2026-01-11,0.14014167633960656
2026-01-11,0.13986858774309716
2026-01-11,0.13973255409956148
2026-01-11,0.1391269298390499
2026-01-11,0.13956550382681582
2026-01-11,0.13880712724392244
2026-01-11,0.13893463904606562
2026-01-11,0.13894564036962231
2026-01-11,0.13891965774829654
2026-01-11,0.13898644688951126
2026-01-11,0.13950304604015654
2026-01-11,0.13933493376275555
2026-01-11,0.13979130593796668
2026-01-11,0.13997777418843496
2026-01-11,0.13978728315810737
2026-01-11,0.13974754101636516
2026-01-11,0.13950167784664652
2026-01-11,0.14077230330030063
2026-01-11,0.14034112284644665
2026-01-11,0.14064703764967262
2026-01-11,0.1378948159193058
2026-01-11,0.1386303351768917
2026-01-11,0.138513873724645
2026-01-12,0.13832867176951494
2026-01-12,0.1374007525672302
2026-01-12,0.13660504372343021
2026-01-12,0.13731987267396598
2026-01-12,0.1370455362728572
2026-01-12,0.13762170063565354
2026-01-12,0.13776906727183175
2026-01-12,0.13896512211671352
2026-01-12,0.1415263870452609
2026-01-12,0.14053407172279986
2026-01-12,0.14070306023842857
2026-01-12,0.14075767806095232
2026-01-12,0.13945480196713791
2026-01-12,0.13787574371068195
2026-01-12,0.1363504949091707
2026-01-12,0.13653912473195967
2026-01-12,0.13616289312497876
2026-01-12,0.1365203867127458
2026-01-12,0.1362071495624391
2026-01-12,0.13591909816554926
2026-01-12,0.13663903465964794
2026-01-12,0.1383207337765849
2026-01-12,0.13930297402686506
2026-01-12,0.13790767833125783
2026-01-13,0.1380184326102712
2026-01-13,0.13811973260635302
2026-01-13,0.1371580021803061
2026-01-13,0.1360551175212377
2026-01-13,0.136800439676278
2026-01-13,0.13653970070121443
2026-01-13,0.1368147589235037
2026-01-13,0.13641324668038457
2026-01-13,0.1367898829818351
2026-01-13,0.13688923711383166
2026-01-13,0.13759291352468553
2026-01-13,0.13885845398962213
2026-01-13,0.13887671378551136
2026-01-13,0.1384028824498345
2026-01-13,0.13956662087826235
2026-01-13,0.1395439559768788
2026-01-13,0.13923418132284654
2026-01-13,0.13893627862846564
2026-01-13,0.139312632888321
2026-01-13,0.1396673711062943
2026-01-13,0.14080487433098746
2026-01-13,0.14170357183132146
2026-01-13,0.14322378620160686
2026-01-13,0.14224008540241254
2026-01-14,0.1431332728547559
2026-01-14,0.14403441608609574
2026-01-14,0.14405752434230448
2026-01-14,0.1445959021646813
2026-01-14,0.14967465133500915
2026-01-14,0.14775768523242752
2026-01-14,0.14825578577358345
2026-01-14,0.14739755026795595
2026-01-14,0.14810343573263657
2026-01-14,0.14937811526323547
2026-01-14,0.14840849614165072
2026-01-14,0.14762350844386288
2026-01-14,0.14799244012214052
2026-01-14,0.14833951961785252
2026-01-14,0.14784863481566196
2026-01-14,0.14814502216175002
2026-01-14,0.14730924191306383
2026-01-14,0.14592851021961417
2026-01-14,0.14659177506049317
2026-01-14,0.14567960185295106
2026-01-14,0.1485515623675225
2026-01-14,0.14885322130848705
2026-01-14,0.14986541679681162
2026-01-14,0.14798519636860186
2026-01-15,0.14764296605181856
2026-01-15,0.14797692996462838
2026-01-15,0.1471328166395007
2026-01-15,0.14731695574736328
2026-01-15,0.14672068122961587
2026-01-15,0.1471062589384143
2026-01-15,0.14582455613399187
2026-01-15,0.14468340523070483
2026-01-15,0.14398179315504464
2026-01-15,0.1426505662231615
2026-01-15,0.1434447094917261
2026-01-15,0.14361059267422763
2026-01-15,0.14313569543612678
2026-01-15,0.1440307986089452
2026-01-15,0.14409699122428882
2026-01-15,0.1446941437902497
2026-01-15,0.14401170737295962
2026-01-15,0.14363292921436338
2026-01-15,0.14421292820005502
2026-01-15,0.14456512005370434
2026-01-15,0.14282502267959862
2026-01-15,0.14123904576274665
2026-01-15,0.1417293875848354
2026-01-15,0.14119546657222032
2026-01-16,0.1401022024550036
2026-01-16,0.1398774653324142
2026-01-16,0.13915881251695117
2026-01-16,0.1397236481670207
2026-01-16,0.1400834486450352
2026-01-16,0.13998734867178778
2026-01-16,0.14016288947815106
2026-01-16,0.14012341549209847
2026-01-16,0.14010074910606385
2026-01-16,0.13941626790070666
2026-01-16,0.13883657084174983
2026-01-16,0.1399403616774181
2026-01-16,0.14017617323106504
2026-01-16,0.13991521935734555
2026-01-16,0.13997145095445554
2026-01-16,0.13946989769318693
2026-01-16,0.1390154221660131
2026-01-16,0.13793465333238106
2026-01-16,0.13781425194793723
2026-01-16,0.13793130192734354
2026-01-16,0.13778504022733476
2026-01-16,0.13587481377757973
2026-01-16,0.1364863737511863
2026-01-16,0.1369329673367094
2026-01-17,0.13708141288834205
2026-01-17,0.1370909714489875
2026-01-17,0.1377675228817473
2026-01-17,0.13775316352996278
2026-01-17,0.13804713935714621
2026-01-17,0.13803990978727587
2026-01-17,0.13811310462745413
2026-01-17,0.13813733432108516
2026-01-17,0.1375784495543842
2026-01-17,0.13741134911370514
2026-01-17,0.1377282916806445
2026-01-17,0.13759089348005415
2026-01-17,0.13718881900449625
2026-01-17,0.13723802156414833
2026-01-17,0.13746877474177438
2026-01-17,0.13728906085703763
2026-01-17,0.1374502995939446
2026-01-17,0.1376515529992673
2026-01-17,0.13754373552632826
2026-01-17,0.13776081779433935
2026-01-17,0.13838718051096247
2026-01-17,0.1394283019047368
2026-01-17,0.13865107924612924
2026-01-17,0.13870578542047576
2026-01-18,0.1386431393851344
2026-01-18,0.1386695067865814
2026-01-18,0.13865858881424428
2026-01-18,0.13856776141353455
2026-01-18,0.13774893773584784
2026-01-18,0.13780888617178685
2026-01-18,0.13751372005818077
2026-01-18,0.1370651661158027
2026-01-18,0.13686828225000286
2026-01-18,0.13740505470130127
2026-01-18,0.13740022844184302
2026-01-18,0.13719401964974628
2026-01-18,0.13720703038294596
2026-01-18,0.1371975112467874
2026-01-18,0.1374044025069218
2026-01-18,0.13748306532239907
2026-01-18,0.13711835086983074
2026-01-18,0.1371466267128307
2026-01-18,0.1371070658980216
2026-01-18,0.13701166796619468
2026-01-18,0.13689972714667592
2026-01-18,0.1365678126347761
2026-01-18,0.13671506769609706
2026-01-18,0.13669094551526678
2026-01-19,0.13767804299032715
2026-01-19,0.1370603815890554
2026-01-19,0.13734574535343225
2026-01-19,0.13720995774831196
2026-01-19,0.13761804219618248
2026-01-19,0.13168286087736492
2026-01-19,0.1265032267619836
2026-01-19,0.12655306802719338
2026-01-19,0.12710665363708587
2026-01-19,0.12732945716535338
2026-01-19,0.12722655692224324
2026-01-19,0.127083081995575
2026-01-19,0.12666644205228272
2026-01-19,0.12712818303733014
2026-01-19,0.1278759233910513
2026-01-19,0.1276196645831744
2026-01-19,0.12773549423180272
2026-01-19,0.1277278546372792
2026-01-19,0.12774939792127513
2026-01-19,0.12805519065417242
2026-01-19,0.12826946222584887
2026-01-19,0.12778143102302786
2026-01-19,0.129161898520038
2026-01-19,0.12904165130478634
2026-01-20,0.12904834167857093
2026-01-20,0.1297756073006598
2026-01-20,0.13027712335697084
2026-01-20,0.12954044570951542
2026-01-20,0.1288394801771407
2026-01-20,0.12907907378715505
2026-01-20,0.12874707895879875
2026-01-20,0.12867269303447493
2026-01-20,0.12845482828962212
2026-01-20,0.12793166320604285
2026-01-20,0.12776025842278582
2026-01-20,0.12794547206177398
2026-01-20,0.12678695351905483
2026-01-20,0.12695352773731655
2026-01-20,0.1259080434447186
2026-01-20,0.12559310531288012
2026-01-20,0.12543041039566763
2026-01-20,0.1253077849306553
2026-01-20,0.1257648350591461
2026-01-20,0.12475463242380096
2026-01-20,0.12572899480425243
2026-01-20,0.12488290894067226
2026-01-20,0.12382085697828409
2026-01-20,0.12381485714068427
2026-01-21,0.12357255591875205
2026-01-21,0.12382943130926283
2026-01-21,0.1240087979897518
2026-01-21,0.12370461680619893
2026-01-21,0.1235218199083375
2026-01-21,0.1232505409033576
2026-01-21,0.12497618916705099
2026-01-21,0.12559699786360373
2026-01-21,0.12577411720935466
2026-01-21,0.12541180095557886
2026-01-21,0.12528209970414647
2026-01-21,0.12611704880816693
2026-01-21,0.12513765770444957
2026-01-21,0.12474400354239122
2026-01-21,0.12404351032906635
2026-01-21,0.12440521051786693
2026-01-21,0.12424469457981911
2026-01-21,0.12336166083259471
2026-01-21,0.12260651518776693
2026-01-21,0.12260951468592107
2026-01-21,0.12534987704868666
2026-01-21,0.1262399656345532
2026-01-21,0.12142633975333648
2026-01-21,0.12182474496775438
2026-01-22,0.12339318781479931
2026-01-22,0.12790646160109187
2026-01-22,0.12753501497511707
2026-01-22,0.12799692828812387
